country,year,import_in_tonnes,use_in_tonnes
Portugal,2002,2111000000.0,1144000000.0
Portugal,2001,1313000000.0,1292000000.0
Portugal,2000,1226000000.0,1489000000.0
Portugal,1999,1795000000.0,1584000000.0
Portugal,1998,1578000000.0,1802000000.0
Portugal,1997,787000000.0,1816000000.0
Portugal,1996,1154000000.0,1746000000.0
Portugal,1995,1865000000.0,1476000000.0
Portugal,1994,1393000000.0,1547000000.0
Portugal,1993,2287000000.0,1417000000.0
Portugal,1992,3175000000.0,1539000000.0
Portugal,1991,2072000000.0,1701000000.0
Portugal,1990,1830000000.0,1667000000.0
Romania,2021,6000000.0,0.0
Romania,2019,4970000.0,4412000.0
Romania,2013,1000000.0,33000000.0
Romania,2012,2000000.0,52000000.0
Romania,2011,15000000.0,86000000.0
Romania,2010,83000000.0,46000000.0
Romania,2009,53000000.0,84000000.0
Romania,2008,70000000.0,102000000.0
Romania,2007,104000000.0,225000000.0
Romania,2006,473000000.0,486000000.0
Romania,2005,335000000.0,412000000.0
Romania,2004,671000000.0,450000000.0
Romania,2003,947000000.0,333000000.0
Romania,2002,1204000000.0,473000000.0
Romania,2001,2186000000.0,865000000.0
Romania,2000,1305000000.0,803000000.0
Romania,1999,1304000000.0,851000000.0
Romania,1998,2368000000.0,975000000.0
Romania,1997,3567000000.0,1149000000.0
Romania,1996,3003000000.0,1016000000.0
Romania,1995,2213000000.0,918000000.0
Romania,1994,1452000000.0,881000000.0
Romania,1993,1569000000.0,508000000.0
Romania,1992,1111000000.0,800000000.0
Romania,1991,1579000000.0,2151000000.0
Romania,1990,53000000.0,1651000000.0
Slovakia,2021,65560000.0,0.0
Slovakia,2020,26000000.0,156000000.0
Slovakia,2019,44000000.0,149000000.0
Slovakia,2018,77000000.0,152000000.0
Slovakia,2017,133000000.0,1000000.0
Slovakia,2016,142000000.0,1000000.0
Slovakia,2015,66000000.0,2000000.0
Slovakia,2014,4000000.0,1000000.0
Slovakia,2013,181000000.0,0.0
Slovakia,2012,117000000.0,98000000.0
Slovakia,2011,101000000.0,43000000.0
Slovakia,2010,80000000.0,60000000.0
Slovakia,2009,84000000.0,57000000.0
Slovakia,2008,103000000.0,236000000.0
Slovakia,2007,50000000.0,244000000.0
Slovakia,2006,104000000.0,253000000.0
Slovakia,2005,31000000.0,202000000.0
Slovakia,2004,41000000.0,195000000.0
Slovakia,2003,64000000.0,287000000.0
Slovakia,2002,16000000.0,333000000.0
Slovakia,2001,30000000.0,305000000.0
Slovakia,2000,36000000.0,83000000.0
Slovakia,1999,71000000.0,130000000.0
Slovakia,1998,182000000.0,155000000.0
Slovakia,1997,183000000.0,160000000.0
Slovakia,1996,13000000.0,0.0
Slovakia,1995,0.0,17000000.0
Slovakia,1994,0.0,144000000.0
Slovakia,1993,5000000.0,0.0
Slovakia,1992,47000000.0,812000000.0
Slovenia,2021,273721000.0,0.0
Slovenia,2020,425643000.0,0.0
Slovenia,2019,302320000.0,0.0
Slovenia,2018,441973000.0,205000.0
Slovenia,2017,409390000.0,211000.0
Slovenia,2016,436000000.0,1000000.0
Slovenia,2015,260000000.0,3000000.0
Slovenia,2014,103000000.0,6000000.0
Slovenia,2013,71000000.0,7000000.0
Slovenia,2012,59000000.0,8000000.0
Slovenia,2011,41000000.0,7000000.0
Slovenia,2010,28000000.0,8000000.0
Slovenia,2009,53000000.0,16000000.0
Slovenia,2008,85000000.0,15000000.0
Slovenia,2007,77000000.0,17000000.0
Slovenia,2006,84000000.0,43000000.0
Slovenia,2005,74000000.0,44000000.0
Slovenia,2004,52000000.0,47000000.0
Slovenia,2003,63000000.0,52000000.0
Slovenia,2002,82000000.0,72000000.0
Slovenia,2001,110000000.0,101000000.0
Slovenia,2000,88000000.0,102000000.0
Slovenia,1999,96000000.0,131000000.0
Slovenia,1998,99000000.0,107000000.0
Slovenia,1997,56000000.0,132000000.0
Slovenia,1996,152000000.0,111000000.0
Slovenia,1995,87000000.0,117000000.0
Slovenia,1994,197000000.0,135000000.0
Slovenia,1993,140000000.0,138000000.0
Slovenia,1992,133000000.0,102000000.0
Spain,2021,4149572000.0,49850000.0
Spain,2020,3974000000.0,637000000.0
Spain,2019,6843000000.0,934000000.0
Spain,2018,7371000000.0,893000000.0
Spain,2017,7020000000.0,896000000.0
Spain,2016,6144000000.0,623000000.0
Spain,2015,4484000000.0,534000000.0
Spain,2014,5555000000.0,620000000.0
Spain,2013,4391000000.0,797000000.0
Spain,2012,3233000000.0,761000000.0
Spain,2011,3785000000.0,1134000000.0
Spain,2010,3408000000.0,1180000000.0
Spain,2009,4255000000.0,1435000000.0
Spain,2008,3481000000.0,1772000000.0
Spain,2007,3379000000.0,1845000000.0
Spain,2006,3558000000.0,2045000000.0
Spain,2005,4162000000.0,1065000000.0
Spain,2004,3940000000.0,1585000000.0
Spain,2003,3499000000.0,2496000000.0
Spain,2002,3718000000.0,2424000000.0
Spain,2001,3297000000.0,2285000000.0
Spain,2000,2756000000.0,2430000000.0
Spain,1999,2235000000.0,2583000000.0
Spain,1998,2289000000.0,3244000000.0
Spain,1997,1645000000.0,3346000000.0
Spain,1996,1055000000.0,3444000000.0
Spain,1995,1570000000.0,5141000000.0
Spain,1994,1462000000.0,5426000000.0
Spain,1993,1241000000.0,4674000000.0
Spain,1992,1608000000.0,4306000000.0
Spain,1991,2418000000.0,4604000000.0
Spain,1990,1107000000.0,4429000000.0
Sweden,2021,612404000.0,0.0
Sweden,2020,771630000.0,263606000.0
Sweden,2019,842000000.0,286672000.0
Sweden,2018,1799000000.0,338535000.0
Sweden,2017,1577000000.0,291878000.0
Sweden,2016,2057000000.0,277000000.0
Sweden,2015,689000000.0,277000000.0
Sweden,2014,389000000.0,378000000.0
Sweden,2013,761000000.0,481000000.0
Sweden,2012,783000000.0,559000000.0
Sweden,2011,1223000000.0,602000000.0
Sweden,2010,1048000000.0,709000000.0
Sweden,2009,1240000000.0,674000000.0
Sweden,2008,1062000000.0,793000000.0
Sweden,2007,920000000.0,811000000.0
Sweden,2006,637000000.0,910000000.0
Sweden,2005,539000000.0,936000000.0
Sweden,2004,329000000.0,1183000000.0
Sweden,2003,759000000.0,1271000000.0
Sweden,2002,544000000.0,1124000000.0
Sweden,2001,715000000.0,1030000000.0
Sweden,2000,519000000.0,1067000000.0
Sweden,1999,475000000.0,1338000000.0
Sweden,1998,923000000.0,1353000000.0
Sweden,1997,686000000.0,1402000000.0
Sweden,1996,1829000000.0,1564000000.0
Sweden,1995,1111000000.0,1465000000.0
Sweden,1994,1519000000.0,1489000000.0
Sweden,1993,952000000.0,1232000000.0
Sweden,1992,1040000000.0,1042000000.0
Sweden,1991,878000000.0,1211000000.0
Sweden,1990,1017000000.0,1470000000.0
