country,year,import_in_usd,export_in_usd
Slovenia,2015,25870229469.0,26586979271.0
Slovenia,2014,30049305586.0,30522102229.0
Slovenia,2013,29375441105.0,28628740459.0
Slovenia,2012,28382568378.0,27080021571.0
Slovenia,2011,31236842607.0,28984136412.0
Slovenia,2010,26591707913.0,24434752222.0
Slovenia,2009,23901831218.0,22405415273.0
Slovenia,2008,33985543847.0,29252924301.0
Slovenia,2007,29476189619.0,26551122023.0
Slovenia,2006,23013428111.0,20982712891.0
Slovenia,2005,19626300213.0,17896024019.0
Slovenia,2004,17569445218.0,15878765740.0
Slovenia,2003,13852408345.0,12766870956.0
Slovenia,2002,10932233218.0,10356930502.0
Slovenia,2001,10146304376.0,9252429928.0
Slovenia,2000,10114677691.0,8732145119.0
Slovenia,1999,10081416835.0,8545870832.0
Slovenia,1998,10110369792.0,9050524672.0
Slovenia,1997,9365660672.0,8368848896.0
Slovenia,1996,9420645376.0,8309795840.0
Slovenia,1995,9491651584.0,8315799040.0
Slovenia,1994,7303908864.0,8315799040.0
Spain,2018,376185085923.398,328527654075.783
Spain,2017,350921561671.41,319621896043.699
Spain,2016,302538874349.0,281776673688.0
Spain,2015,305266032300.0,278122010154.0
Spain,2014,350977772970.0,318649311794.0
Spain,2013,332266845875.0,310963647634.0
Spain,2012,325835176357.0,285936445693.0
Spain,2011,362834518549.0,298170964481.0
Spain,2010,315547199309.0,246265330443.0
Spain,2009,287501636242.0,223132207940.0
Spain,2008,418728299509.0,279231467630.0
Spain,2007,391236947607.0,253753921535.0
Spain,2006,329975826516.0,214061202096.0
Spain,2005,289610794906.0,192798426846.0
Spain,2004,259264826295.0,182727353874.0
Spain,2003,208548695563.0,156004713416.0
Spain,2002,165919564934.0,125872283010.0
Spain,2001,154992565306.0,116148837947.0
Spain,2000,152898168796.0,113343229177.0
Spain,1999,147865871280.0,111492928927.0
Spain,1998,134522634240.0,109251190784.0
Spain,1997,124417654784.0,106240696320.0
Spain,1996,123182899200.0,101592293376.0
Spain,1995,113398595584.0,89616056320.0
Spain,1994,92502409216.0,73187876864.0
Spain,1993,79749464064.0,60968476672.0
Spain,1992,99756941312.0,64317505536.0
Spain,1991,93328449536.0,60184915968.0
Spain,1990,87703183360.0,55632228352.0
Sweden,2018,170154447495.327,165926284400.539
Sweden,2017,154195426142.139,152902201865.829
Sweden,2016,140983635202.792,139273334049.354
Sweden,2015,138360516930.0,140001205633.0
Sweden,2014,162257051136.0,164680012839.0
Sweden,2013,160588787761.0,167494677078.0
Sweden,2012,164542408778.0,172439164052.0
Sweden,2011,176944637697.0,186898110097.0
Sweden,2010,148788238595.0,158410621989.0
Sweden,2009,119948706612.0,131116175379.0
Sweden,2008,168981675433.0,183880641872.0
Sweden,2007,152822698820.0,169061476944.0
Sweden,2006,127100924462.0,147370407950.0
Sweden,2005,111351341748.0,130263720466.0
Sweden,2004,100832516828.0,123309700172.0
Sweden,2003,84199455582.0,102410949441.0
Sweden,2002,67120675767.0,82983411602.0
Sweden,2001,63536271623.0,76303316484.0
Sweden,2000,72766525029.0,86937360869.0
Sweden,1999,63989285556.0,75660616644.0
Sweden,1998,68606316544.0,84991770624.0
Sweden,1997,63168258048.0,81477337088.0
Sweden,1996,64431443968.0,83408199680.0
Sweden,1995,61646684160.0,77436321792.0
Sweden,1994,51762065408.0,61077110784.0
Sweden,1993,42634072064.0,49677475840.0
Sweden,1992,49849364480.0,55771148288.0
